epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.75949,1.32406,3.57352,1.22977,0.66781,0.51667,0.62241,0.37504,1.59714,1.73498,1.01581,0.1,0,0
2,9.56023,1.51223,3.45268,1.31232,0.66703,0.51667,0.6147,0.37346,1.61533,1.77443,1.02163,0.0991111,0.000111109,0.000111109
3,9.8312,1.30946,3.23517,1.1198,0.66658,0.51667,0.58046,0.36691,1.62224,1.81372,1.02451,0.0982146,0.000214634,0.000214634
4,10.2692,1.53534,3.83147,1.37218,0.66807,0.51667,0.51803,0.35141,1.64157,1.8427,1.02882,0.0973106,0.000310577,0.000310577
5,10.6148,1.45155,3.30402,1.24686,0.69481,0.33333,0.39137,0.28771,1.88183,2.47651,1.05733,0.0963989,0.000398938,0.000398938
6,11.1696,1.34054,2.37235,1.13921,0.05029,0.65,0.31254,0.19725,2.93183,6.38047,1.54237,0.0954797,0.000479715,0.000479715
7,11.5401,1.32672,2.29444,1.10815,0.01796,0.31667,0.05386,0.01186,3.19129,21.4496,1.59831,0.0945529,0.00055291,0.00055291
8,12.1729,1.75855,2.32315,1.4315,0.04704,0.31667,0.12097,0.01934,3.33932,33.1963,1.67435,0.0936185,0.000618522,0.000618522
9,12.5098,1.34648,1.16095,1.13932,0.00464,0.2,0.02671,0.00528,3.49816,35.5413,1.98892,0.0926766,0.000676551,0.000676551
10,12.8587,1.79536,2.36831,1.34817,0,0,0,0,3.53399,28.8666,2.00664,0.091727,0.000726997,0.000726997
11,13.232,1.6459,1.54547,1.23128,0,0,0,0,3.40687,27.6073,2.08648,0.0907699,0.000769861,0.000769861
12,13.7687,1.90352,1.70171,1.46439,0,0,0,0,3.63383,45.3768,2.16189,0.0898051,0.000805141,0.000805141
13,14.1138,1.72651,2.02674,1.39556,0,0,0,0,3.64024,67.7519,2.13597,0.0888328,0.000832839,0.000832839
14,14.8675,1.3602,1.31395,1.17581,0,0,0,0,3.6708,78.9272,2.05484,0.087853,0.000852954,0.000852954
15,15.2002,1.9615,2.06146,1.50338,0,0,0,0,3.74193,83.2028,2.18277,0.0868655,0.000865487,0.000865487
16,15.535,1.62676,1.39,1.20989,0,0,0,0,4.12419,90.4874,2.28524,0.0858704,0.000870436,0.000870436
17,16.132,1.30852,1.21462,1.16933,0,0,0,0,3.95396,71.8551,2.15732,0.0848678,0.000867803,0.000867803
18,16.4674,1.69805,1.62384,1.51569,0,0,0,0,3.95396,71.8551,2.15732,0.0838576,0.000857587,0.000857587
19,16.7993,1.19039,0.92562,0.97793,0,0,0,0,3.84055,38.7786,2.28327,0.0828398,0.000839788,0.000839788
20,17.3115,1.43868,1.08986,1.3616,0,0,0,0,3.84055,38.7786,2.28327,0.0818144,0.000814407,0.000814407
21,23.2551,1.82759,1.82224,1.4552,0,0,0,0,3.65831,36.6568,2.28047,0.0807814,0.000781443,0.000781443
22,23.8009,1.53673,1.48905,1.26626,0,0,0,0,3.65831,36.6568,2.28047,0.0797409,0.000740895,0.000740895
23,24.1863,1.45853,1.45074,1.28454,0,0,0,0,3.53155,29.1476,2.40792,0.0786928,0.000692765,0.000692765
24,24.6941,1.22257,1.15968,1.04893,0,0,0,0,3.53155,29.1476,2.40792,0.0776371,0.000637053,0.000637053
25,25.0372,1.28896,1.03277,1.17885,0,0,0,0,3.90267,24.4281,2.73724,0.0765738,0.000573757,0.000573757
26,25.3476,1.43873,1.47327,1.21491,0,0,0,0,3.90267,24.4281,2.73724,0.0755029,0.000502879,0.000502879
27,25.7019,1.37892,1.23025,1.12291,0,0,0,0,3.72293,19.7816,2.51091,0.0744244,0.000424418,0.000424418
28,26.0071,1.05574,0.87526,0.99541,0,0,0,0,3.72293,19.7816,2.51091,0.0733384,0.000338374,0.000338374
29,26.5577,1.03431,0.89613,0.99685,0,0,0,0,3.74108,14.2142,2.54225,0.0722447,0.000244747,0.000244747
30,26.868,1.29064,1.13047,1.15859,0,0,0,0,3.74108,14.2142,2.54225,0.0711435,0.000143538,0.000143538
