epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.8239,0.96286,4.33206,1.61545,0.66737,0.51667,0.62237,0.37497,1.42705,2.06899,1.422,0.1,0,0
2,11.9655,1.48231,5.01825,2.07214,0.66546,0.51667,0.62173,0.37491,1.4323,2.13283,1.42484,0.0990801,8.00697e-05,8.00697e-05
3,12.2747,1.31213,4.40651,1.68627,0.66405,0.51667,0.51803,0.35132,1.44239,2.17791,1.42773,0.0981547,0.000154679,0.000154679
4,12.6548,1.18479,4.59043,1.66705,0.74802,0.35,0.49727,0.33057,1.48205,1.94876,1.40886,0.0972238,0.000223827,0.000223827
5,13.0399,1.36771,3.03936,1.79793,0.57204,0.4,0.3633,0.2815,2.14547,3.18188,1.67929,0.0962875,0.000287515,0.000287515
6,13.6137,1.33196,2.7141,1.62508,0.00192,0.05,0.00295,0.00148,3.1169,7.61645,2.58772,0.0953457,0.000345742,0.000345742
7,13.9462,1.51726,3.14797,1.86128,0.0027,0.05,0.00183,0.00055,3.31565,17.0551,3.10592,0.0943985,0.000398508,0.000398508
8,14.3045,1.45718,2.49488,1.90861,0.00178,0.03333,0.00112,0.00043,3.52367,15.3844,3.2955,0.0934458,0.000445814,0.000445814
9,14.8693,1.187,1.79614,1.62017,0,0,0,0,3.18306,26.1704,3.0387,0.0924877,0.000487659,0.000487659
10,15.3988,1.176,1.49815,1.73983,0,0,0,0,3.09026,30.1255,3.1308,0.091524,0.000524043,0.000524043
11,15.7236,1.659,2.27543,2.03488,0.00152,0.01667,0.00111,0.00011,3.07024,27.7914,3.0342,0.090555,0.000554967,0.000554967
12,16.0502,1.27363,1.54514,1.75881,0.00174,0.01667,0.00106,0.00011,3.06059,18.7084,2.97185,0.0895804,0.00058043,0.00058043
13,16.9029,1.51691,1.58899,2.20614,0.00047,0.16667,0.00074,0.00029,3.0576,18.3382,3.1098,0.0886004,0.000600432,0.000600432
14,17.4626,1.45151,2.07361,1.9875,0.00054,0.16667,0.00068,0.00014,3.1743,24.3795,3.48963,0.087615,0.000614974,0.000614974
15,17.8079,1.34497,1.78948,1.97991,0,0,0,0,3.07086,61.7431,3.53427,0.0866241,0.000624055,0.000624055
16,18.1877,1.53381,1.90364,1.89618,0,0,0,0,3.0709,117.592,3.78776,0.0856277,0.000627676,0.000627676
17,18.7001,1.29993,1.48147,1.7858,0,0,0,0,3.22081,178.227,3.64053,0.0846258,0.000625836,0.000625836
18,19.2229,1.65079,2.139,1.96552,0,0,0,0,3.22081,178.227,3.64053,0.0836185,0.000618535,0.000618535
19,19.5695,1.1404,1.16429,1.56774,0,0,0,0,3.12624,131.986,3.62961,0.0826058,0.000605773,0.000605773
20,19.8909,1.43621,1.90273,1.84026,0,0,0,0,3.12624,131.986,3.62961,0.0815876,0.000587551,0.000587551
21,26.7162,1.32322,1.62739,2.1311,0,0,0,0,3.00689,107.307,3.51436,0.0805639,0.000563868,0.000563868
22,27.2696,1.24881,1.41131,1.78721,0,0,0,0,3.00689,107.307,3.51436,0.0795347,0.000534724,0.000534724
23,27.8583,1.19599,1.47853,1.86851,0,0,0,0,2.90937,84.7818,3.35765,0.0785001,0.00050012,0.00050012
24,28.3805,0.90018,1.13968,1.36984,0,0,0,0,2.90937,84.7818,3.35765,0.0774601,0.000460055,0.000460055
25,28.7421,1.00615,1.33191,1.64119,0,0,0,0,2.79096,73.6858,3.28721,0.0764145,0.00041453,0.00041453
26,29.0562,1.05931,1.26321,1.79054,0,0,0,0,2.79096,73.6858,3.28721,0.0753635,0.000363544,0.000363544
27,29.5963,0.87837,1.42884,1.38259,0,0,0,0,3.00217,76.579,3.33589,0.0743071,0.000307097,0.000307097
28,29.9084,0.74519,0.98239,1.33156,0,0,0,0,3.00217,76.579,3.33589,0.0732452,0.000245189,0.000245189
29,30.2375,0.8118,1.00744,1.32874,0,0,0,0,3.15675,67.4788,3.50279,0.0721778,0.000177821,0.000177821
30,30.5647,0.79547,1.06487,1.5497,0,0,0,0,3.15675,67.4788,3.50279,0.071105,0.000104992,0.000104992
