epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,14.0532,0.96183,5.12966,1.66756,0.66626,0.51667,0.62226,0.37496,1.31705,2.59721,1.37646,0.1,0,0
2,15.0123,1.48957,5.91047,2.00598,0.66711,0.51667,0.62166,0.37492,1.32054,2.65473,1.37881,0.0990573,5.7346e-05,5.7346e-05
3,15.4205,1.32997,6.11491,1.75805,0.66828,0.51667,0.58045,0.36395,1.32495,2.71344,1.3775,0.0981108,0.000110784,0.000110784
4,15.9515,0.96435,5.72315,1.62367,0.8501,0.33679,0.35122,0.25984,1.36816,3.38957,1.35267,0.0971603,0.000160314,0.000160314
5,16.553,1.03697,3.55327,1.5926,0.7999,0.31331,0.35505,0.2231,1.75852,4.25734,1.68182,0.0962059,0.000205936,0.000205936
6,16.9144,1.15846,3.35651,1.61904,0.06761,0.56667,0.20193,0.11845,2.30252,5.30579,2.0774,0.0952477,0.000247651,0.000247651
7,17.254,1.43717,3.61603,1.92657,0.00106,0.03333,0.00145,0.00056,2.55518,9.0004,2.44643,0.0942855,0.000285457,0.000285457
8,17.618,1.22736,2.67386,1.86311,0,0,0,0,3.21984,19.2595,3.37952,0.0933194,0.000319355,0.000319355
9,18.2155,1.11911,2.13812,1.6406,0,0,0,0,3.40291,29.6634,3.97902,0.0923493,0.000349346,0.000349346
10,18.5744,0.95232,1.64818,1.47461,0,0,0,0,3.40963,34.1515,3.93397,0.0913754,0.000375428,0.000375428
11,18.9489,1.2395,2.67076,1.69047,0.00098,0.16667,0.00098,0.0002,3.25921,37.0175,3.94736,0.0903976,0.000397603,0.000397603
12,19.3852,1.14997,1.97894,1.61549,0.00113,0.16667,0.00124,0.00025,3.13738,30.0229,3.91093,0.0894159,0.000415869,0.000415869
13,20.9905,1.3742,2.10254,1.93471,0.0014,0.16667,0.00142,0.00028,2.90684,22.9538,3.69393,0.0884302,0.000430228,0.000430228
14,21.5613,1.13536,2.64518,1.66002,0,0,0,0,2.71265,27.1686,3.14948,0.0874407,0.000440678,0.000440678
15,21.898,1.19252,2.03353,1.56372,0,0,0,0,2.77663,35.214,3.09648,0.0864472,0.000447221,0.000447221
16,22.24,1.28523,1.5121,1.54828,0,0,0,0,2.65901,48.4776,3.09315,0.0854499,0.000449856,0.000449856
17,22.5867,1.04265,1.30576,1.55731,0,0,0,0,2.83702,52.9503,3.33549,0.0844486,0.000448583,0.000448583
18,22.9248,1.17426,1.84482,1.63772,0,0,0,0,2.83702,52.9503,3.33549,0.0834434,0.000443401,0.000443401
19,23.2808,0.9894,1.14972,1.40199,0,0,0,0,2.90881,56.4911,3.35011,0.0824343,0.000434312,0.000434312
20,23.6149,1.22241,1.67896,1.58294,0,0,0,0,2.90881,56.4911,3.35011,0.0814213,0.000421315,0.000421315
21,31.5906,1.23864,2.04635,1.73296,0,0,0,0,2.95675,60.3735,3.60822,0.0804044,0.00040441,0.00040441
22,32.1684,1.065,1.86642,1.57041,0,0,0,0,2.95675,60.3735,3.60822,0.0793836,0.000383597,0.000383597
23,32.5917,1.19743,1.93455,1.65871,0,0,0,0,2.7445,64.797,3.2088,0.0783589,0.000358876,0.000358876
24,33.1421,0.82907,1.29216,1.30149,0,0,0,0,2.7445,64.797,3.2088,0.0773302,0.000330247,0.000330247
25,33.5069,0.90062,1.43988,1.35845,0,0,0,0,2.70826,73.4473,3.10807,0.0762977,0.000297711,0.000297711
26,33.8201,0.8492,1.45864,1.30882,0,0,0,0,2.70826,73.4473,3.10807,0.0752613,0.000261266,0.000261266
27,34.2085,0.96506,1.33109,1.36484,0,0,0,0,2.72646,67.3431,3.20814,0.0742209,0.000220913,0.000220913
28,34.7399,0.77801,1.10523,1.28434,0,0,0,0,2.72646,67.3431,3.20814,0.0731767,0.000176653,0.000176653
29,35.0991,0.89827,1.2873,1.27025,0,0,0,0,2.66858,56.134,3.02522,0.0721285,0.000128484,0.000128484
30,35.4364,0.79147,1.26712,1.29588,0,0,0,0,2.66858,56.134,3.02522,0.0710764,7.64074e-05,7.64074e-05
