epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.5707,1.16392,3.40423,1.3627,0.66883,0.51667,0.62246,0.37506,1.31924,1.64644,1.08373,0.1,0,0
2,14.598,1.44744,4.05811,1.601,0.66839,0.51667,0.58039,0.36665,1.32853,1.70805,1.08726,0.0990896,8.96422e-05,8.96422e-05
3,14.8926,1.185,3.20372,1.17142,0.66729,0.51667,0.518,0.35144,1.34443,1.74001,1.09342,0.0981732,0.000173169,0.000173169
4,15.4635,1.12079,3.62765,1.35831,0.77006,0.34319,0.51817,0.25576,1.78695,2.13953,1.29404,0.0972506,0.00025058,0.00025058
5,16.0449,1.15814,1.92875,1.32509,0.9935,0.16667,0.36442,0.24257,2.13673,3.1667,1.64375,0.0963219,0.000321875,0.000321875
6,16.3915,1.18979,1.76146,1.25003,0.58023,0.15736,0.1384,0.04365,2.26717,3.94381,1.6486,0.0953871,0.000387055,0.000387055
7,16.7605,1.41432,1.95123,1.46817,0.65919,0.16667,0.18114,0.04842,2.39147,4.92769,1.74618,0.0944461,0.000446119,0.000446119
8,17.1366,1.42571,1.78999,1.57597,0.64744,0.16667,0.17964,0.04362,2.42988,5.48723,1.73699,0.0934991,0.000499068,0.000499068
9,17.4761,1.08563,1.38096,1.27561,0.05185,0.16667,0.07097,0.01844,2.53327,8.3613,1.86562,0.0925459,0.000545901,0.000545901
10,17.9652,1.16727,1.83881,1.25115,0,0,0,0,2.50706,18.8102,1.90461,0.0915866,0.000586618,0.000586618
11,18.3412,1.47139,1.97234,1.49366,0,0,0,0,2.76239,27.2474,2.16541,0.0906212,0.00062122,0.00062122
12,18.7356,1.26997,1.40017,1.27271,0,0,0,0,2.88817,49.7136,2.44814,0.0896497,0.000649706,0.000649706
13,19.5016,1.63237,1.77776,1.62654,0,0,0,0,2.6704,66.4396,2.30493,0.0886721,0.000672076,0.000672076
14,20.0495,1.18473,1.37651,1.27814,0,0,0,0,2.74168,72.937,2.47234,0.0876883,0.000688331,0.000688331
15,20.389,1.44816,1.54147,1.42262,0,0,0,0,2.66433,79.7586,2.37024,0.0866985,0.000698471,0.000698471
16,20.7603,1.44431,1.31108,1.40984,0,0,0,0,2.77401,130.155,2.5567,0.0857025,0.000702495,0.000702495
17,21.1341,1.2181,0.98719,1.2616,0,0,0,0,2.88324,204.234,2.40695,0.0847004,0.000700403,0.000700403
18,21.4582,1.69605,1.79047,1.41708,0,0,0,0,2.88324,204.234,2.40695,0.0836922,0.000692195,0.000692195
19,21.813,1.06197,0.94864,1.11023,0,0,0,0,3.15569,187.33,2.54969,0.0826779,0.000677872,0.000677872
20,22.1599,1.39605,1.30614,1.33807,0,0,0,0,3.15569,187.33,2.54969,0.0816574,0.000657433,0.000657433
21,30.1263,1.42009,1.69575,1.49212,0,0,0,0,3.28027,186.686,2.76675,0.0806309,0.000630879,0.000630879
22,30.6561,1.32458,1.35601,1.32917,0,0,0,0,3.28027,186.686,2.76675,0.0795982,0.000598209,0.000598209
23,31.0671,1.25505,1.45073,1.29699,0,0,0,0,3.34353,174.606,2.73896,0.0785594,0.000559424,0.000559424
24,31.6251,1.02354,0.94553,1.11834,0,0,0,0,3.34353,174.606,2.73896,0.0775145,0.000514523,0.000514523
25,31.988,1.11797,1.07115,1.25919,0,0,0,0,3.23127,135.246,2.92668,0.0764635,0.000463506,0.000463506
26,32.3308,0.98481,1.03956,1.11268,0,0,0,0,3.23127,135.246,2.92668,0.0754064,0.000406374,0.000406374
27,32.6647,0.97867,0.95432,0.99011,0,0,0,0,2.91254,105.032,2.73932,0.0743431,0.000343126,0.000343126
28,32.9974,1.04834,0.89573,1.11833,0,0,0,0,2.91254,105.032,2.73932,0.0732738,0.000273762,0.000273762
29,33.6161,1.0698,0.95162,1.1452,0,0,0,0,2.68246,77.4479,2.67583,0.0721983,0.000198283,0.000198283
30,33.949,0.93232,0.94988,1.15124,0,0,0,0,2.68246,77.4479,2.67583,0.0711167,0.000116688,0.000116688
