epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.83099,0.53269,4.70479,1.39828,0.66709,0.51667,0.62234,0.37499,0.63085,2.50512,1.13949,0.1,0,0
2,10.59,0.73738,5.82123,1.7094,0.66951,0.51667,0.58039,0.36668,0.63697,2.60611,1.14797,0.0990673,6.73098e-05,6.73098e-05
3,10.9021,0.64883,5.0329,1.41445,0.67007,0.51667,0.51803,0.35147,0.64098,2.66305,1.14971,0.09813,0.000130039,0.000130039
4,11.4749,0.58763,5.36517,1.5468,0.7684,0.35,0.37573,0.295,0.77288,2.68648,1.18383,0.0971882,0.000188189,0.000188189
5,12.0618,0.505,3.28729,1.3328,0.77639,0.18333,0.20832,0.11948,1.00753,4.89903,1.54642,0.0962418,0.000241757,0.000241757
6,12.4068,0.56531,2.6292,1.31735,0.00954,0.11667,0.00726,0.00123,1.13325,6.25557,1.80401,0.0952907,0.000290746,0.000290746
7,12.7317,0.68761,2.99487,1.54996,0.00379,0.01667,0.00399,0.0004,1.29377,7.50569,2.103,0.0943352,0.000335154,0.000335154
8,13.2754,0.64892,2.34565,1.58738,0.00617,0.01667,0.01073,0.00107,1.28107,8.59875,2.00554,0.093375,0.000374982,0.000374982
9,13.682,0.48006,1.89465,1.21468,0.00538,0.01667,0.01828,0.00183,1.39816,9.42458,2.24622,0.0924102,0.000410229,0.000410229
10,14.255,0.52782,1.94781,1.28552,0.0049,0.01667,0.00306,0.00092,1.38764,10.3521,2.31111,0.0914409,0.000440897,0.000440897
11,14.586,0.62174,2.3008,1.39048,0,0,0,0,1.42941,12.6079,2.43477,0.090467,0.000466984,0.000466984
12,14.9073,0.531,1.77791,1.21953,0,0,0,0,1.33234,13.4367,2.44779,0.0894885,0.00048849,0.00048849
13,15.7085,0.77805,2.45463,1.70387,0,0,0,0,1.37537,11.3673,2.50793,0.0885054,0.000505416,0.000505416
14,16.2227,0.53383,2.07508,1.34134,0,0,0,0,1.28615,8.74034,2.33242,0.0875178,0.000517762,0.000517762
15,16.5572,0.64435,2.59126,1.4583,0.00057,0.16667,0.00064,0.00013,1.29347,9.29838,2.28569,0.0865255,0.000525528,0.000525528
16,16.8875,0.69422,1.72249,1.40889,0.00067,0.16667,0.00087,0.00041,1.31107,12.0252,2.56869,0.0855287,0.000528713,0.000528713
17,17.2149,0.49495,1.47296,1.22851,0.00076,0.16667,0.00117,0.00046,1.33765,14.6145,2.60984,0.0845273,0.000527318,0.000527318
18,17.5442,0.71393,2.13659,1.50866,0.00076,0.16667,0.00117,0.00046,1.33765,14.6145,2.60984,0.0835213,0.000521342,0.000521342
19,17.8859,0.45286,1.3425,1.16883,0.00074,0.16667,0.0013,0.00052,1.31382,14.0022,2.56293,0.0825108,0.000510787,0.000510787
20,18.2005,0.57089,1.64497,1.25904,0.00074,0.16667,0.0013,0.00052,1.31382,14.0022,2.56293,0.0814957,0.000495651,0.000495651
21,25.4572,0.7347,2.72358,1.61663,0.00073,0.16667,0.00149,0.00075,1.30367,11.8851,2.52043,0.0804759,0.000475934,0.000475934
22,25.8112,0.69834,2.52092,1.46798,0.00073,0.16667,0.00149,0.00075,1.30367,11.8851,2.52043,0.0794516,0.000451637,0.000451637
23,26.1497,0.72206,2.52545,1.68377,0.00076,0.16667,0.0018,0.00072,1.29288,11.2231,2.43701,0.0784228,0.00042276,0.00042276
24,26.4804,0.55782,1.51717,1.28511,0.00076,0.16667,0.0018,0.00072,1.29288,11.2231,2.43701,0.0773893,0.000389303,0.000389303
25,26.83,0.67674,2.05944,1.57691,0.00072,0.16667,0.0024,0.00096,1.34384,11.1402,2.51583,0.0763513,0.000351265,0.000351265
26,27.3715,0.60914,2.18166,1.37085,0.00072,0.16667,0.0024,0.00096,1.34384,11.1402,2.51583,0.0753086,0.000308647,0.000308647
27,27.7125,0.53697,1.55215,1.20036,0.00067,0.16667,0.00251,0.00101,1.35944,10.9986,2.56049,0.0742614,0.000261449,0.000261449
28,28.2313,0.51132,1.52983,1.21445,0.00067,0.16667,0.00251,0.00101,1.35944,10.9986,2.56049,0.0732097,0.00020967,0.00020967
29,28.5692,0.55464,1.64511,1.2386,0.00072,0.16667,0.00263,0.00105,1.32387,11.18,2.4902,0.0721533,0.000153311,0.000153311
30,28.872,0.51807,1.74241,1.24665,0.00072,0.16667,0.00263,0.00105,1.32387,11.18,2.4902,0.0710924,9.23714e-05,9.23714e-05
