epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.208,0.90888,5.2632,1.59726,0.66571,0.51667,0.62226,0.37496,1.31917,2.57235,1.3729,0.1,0,0
2,11.2104,1.40666,6.14476,1.92732,0.66646,0.51667,0.62166,0.37492,1.3257,2.6608,1.3771,0.0990728,7.28188e-05,7.28188e-05
3,11.4764,1.26137,5.22398,1.68392,0.66637,0.51667,0.51796,0.35145,1.34502,2.71977,1.38408,0.0981407,0.000140675,0.000140675
4,11.9566,1.05102,5.59283,1.6488,0.84826,0.35,0.3559,0.25718,1.59677,3.07231,1.45206,0.0972036,0.000203569,0.000203569
5,12.3328,1.18113,3.24675,1.66576,0.20625,0.53333,0.33956,0.22383,2,4.52879,1.75635,0.0962615,0.000261501,0.000261501
6,12.6901,1.10268,2.87559,1.52501,0.01706,0.11667,0.02354,0.01262,2.61746,7.13936,2.38994,0.0953145,0.00031447,0.00031447
7,13.242,1.13971,3.55591,1.70181,0.00099,0.01667,0.00087,0.00015,2.69935,7.33605,2.61697,0.0943625,0.000362476,0.000362476
8,13.6335,1.35618,2.55132,1.91396,0.00091,0.01667,0.0014,0.00028,2.61643,8.45101,2.48528,0.0934055,0.000405521,0.000405521
9,14.0153,1.05233,2.04458,1.56427,0.00082,0.01667,0.00047,9e-05,2.6052,10.2428,2.28647,0.0924436,0.000443603,0.000443603
10,16.0346,1.0826,1.64329,1.59631,0.00089,0.01667,0.00061,0.00027,2.76644,12.7568,2.62139,0.0914767,0.000476722,0.000476722
11,16.6119,1.29033,2.43456,1.74955,0,0,0,0,2.95291,18.4599,2.98229,0.0905049,0.000504879,0.000504879
12,16.9449,1.20767,1.481,1.57926,0,0,0,0,3.12963,36.842,3.36021,0.0895281,0.000528074,0.000528074
13,17.2795,1.29949,2.30263,1.91971,0,0,0,0,3.06751,59.3775,3.65077,0.0885463,0.000546306,0.000546306
14,17.6098,1.23875,2.32281,1.8516,0,0,0,0,3.2383,96.4524,4.06479,0.0875596,0.000559575,0.000559575
15,17.9554,1.2543,1.70697,1.71248,0,0,0,0,3.31795,186.853,3.86226,0.0865679,0.000567883,0.000567883
16,18.303,1.49357,1.66888,1.73477,0,0,0,0,3.5567,364.383,4.26965,0.0855712,0.000571228,0.000571228
17,18.6565,1.19185,1.50632,1.65169,0,0,0,0,3.46332,402.898,4.01996,0.0845696,0.00056961,0.00056961
18,19.1846,1.43702,2.10655,1.73298,0,0,0,0,3.46332,402.898,4.01996,0.083563,0.00056303,0.00056303
19,19.5556,1.07449,1.39471,1.44363,0,0,0,0,3.37358,308.209,3.79256,0.0825515,0.000551488,0.000551488
20,19.8975,1.17577,1.74387,1.53942,0,0,0,0,3.37358,308.209,3.79256,0.081535,0.000534983,0.000534983
21,28.6949,1.47646,2.33372,2.10065,0,0,0,0,3.32679,233.555,3.68288,0.0805135,0.000513516,0.000513516
22,29.2341,1.37252,2.29693,1.7569,0,0,0,0,3.32679,233.555,3.68288,0.0794871,0.000487086,0.000487086
23,29.6198,1.11995,1.7331,1.71513,0,0,0,0,3.13466,174.672,3.33707,0.0784557,0.000455694,0.000455694
24,30.147,1.14227,1.5076,1.50157,0,0,0,0,3.13466,174.672,3.33707,0.0774193,0.00041934,0.00041934
25,30.5135,0.98696,1.4234,1.51722,0,0,0,0,3.03055,131.627,3.31457,0.076378,0.000378023,0.000378023
26,30.8481,1.06972,1.62676,1.59841,0,0,0,0,3.03055,131.627,3.31457,0.0753317,0.000331744,0.000331744
27,31.3959,1.19269,1.79237,1.4535,0,0,0,0,3.0065,112.32,3.30888,0.0742805,0.000280502,0.000280502
28,31.7507,0.90679,1.2317,1.35714,0,0,0,0,3.0065,112.32,3.30888,0.0732243,0.000224298,0.000224298
29,32.3748,0.97221,1.27105,1.30902,0,0,0,0,2.88978,95.8665,3.2199,0.0721631,0.000163131,0.000163131
30,32.6891,0.87393,1.41255,1.48474,0,0,0,0,2.88978,95.8665,3.2199,0.071097,9.70021e-05,9.70021e-05
