epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.1538,1.30575,4.83702,1.42378,0.66776,0.51667,0.62226,0.37497,1.61093,2.57149,1.14722,0.1,0,0
2,12.9514,1.85087,6.117,1.70453,0.66947,0.51667,0.58037,0.36664,1.62906,2.67997,1.15363,0.0990728,7.28188e-05,7.28188e-05
3,13.3688,1.49538,4.90987,1.24748,0.66964,0.51667,0.51798,0.35142,1.65006,2.73433,1.15838,0.0981407,0.000140675,0.000140675
4,13.6987,1.55532,5.58873,1.59665,0.67376,0.51667,0.51798,0.35118,1.65646,2.78478,1.1596,0.0972036,0.000203569,0.000203569
5,14.2447,1.24186,5.80936,1.35583,0.83621,0.26667,0.31016,0.22036,1.93542,3.48095,1.25241,0.0962615,0.000261501,0.000261501
6,14.5993,1.27701,3.20821,1.27115,0.82258,0.16667,0.21334,0.149,2.37306,5.63547,1.46523,0.0953145,0.00031447,0.00031447
7,15.1643,1.61124,3.67092,1.49786,0.01111,0.03333,0.00739,0.00369,3.08724,8.61956,1.91561,0.0943625,0.000362477,0.000362477
8,15.5137,1.81759,3.71933,1.68761,0.01015,0.18333,0.00969,0.00356,3.62854,12.8071,2.2157,0.0934055,0.000405522,0.000405522
9,16.1447,1.2821,1.96138,1.35412,0.33608,0.16667,0.00332,0.00133,3.81219,19.3602,2.57171,0.0924436,0.000443604,0.000443604
10,16.5234,1.28459,2.39172,1.24568,0.16756,0.16667,0.00125,0.00037,3.60074,22.6124,2.40433,0.0914767,0.000476724,0.000476724
11,18.3734,1.58254,2.66984,1.50501,0.00058,0.16667,0.00087,0.00026,3.57981,31.6099,2.36429,0.0905049,0.000504881,0.000504881
12,18.9502,1.68109,2.42914,1.49068,0.0005,0.16667,0.00085,0.00017,3.84665,45.345,2.53855,0.0895281,0.000528077,0.000528077
