epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.3031,0.96579,5.11647,1.68476,0.66695,0.51667,0.62241,0.37496,1.30466,2.59491,1.37762,0.1,0,0
2,10.9774,1.44267,5.93311,2.00661,0.66657,0.51667,0.62166,0.37492,1.30835,2.65194,1.38054,0.0990772,7.71701e-05,7.71701e-05
3,11.2516,1.34085,5.95187,1.747,0.6675,0.51667,0.58048,0.36378,1.31511,2.71353,1.3821,0.0981491,0.000149081,0.000149081
4,11.6134,1.17879,5.62388,1.88231,0.67107,0.51667,0.51805,0.35132,1.33311,2.79263,1.38751,0.0972157,0.000215731,0.000215731
5,12.1011,1.09496,5.81116,1.7371,0.83924,0.26667,0.32469,0.25145,1.42242,3.3034,1.36972,0.0962771,0.000277122,0.000277122
6,12.4677,1.03542,3.68076,1.56709,0.97784,0.16667,0.21253,0.14443,2.12111,6.53674,1.99938,0.0953333,0.000333253,0.000333253
7,12.8334,1.37081,4.63293,1.87603,0.16667,0.01667,0.09167,0.00917,2.73222,10.2328,2.70605,0.0943841,0.000384125,0.000384125
8,13.4031,1.36724,3.41999,1.91855,0,0,0,0,3.08506,13.8725,3.02466,0.0934297,0.000429737,0.000429737
9,13.962,1.24758,2.28763,1.77622,0,0,0,0,3.23455,14.2203,3.08838,0.0924701,0.000470089,0.000470089
10,14.3043,1.03653,1.84847,1.54514,0.08333,0.01667,0.05375,0.01454,2.86932,14.9905,2.99026,0.0915052,0.000505181,0.000505181
11,14.6545,1.30166,2.43298,1.78262,0,0,0,0,3.05202,17.4024,3.05791,0.090535,0.000535014,0.000535014
12,15.2066,1.31279,1.90231,1.85335,0,0,0,0,3.24189,26.5453,3.23075,0.0895596,0.000559587,0.000559587
13,16.0284,1.49479,2.99326,1.96604,0,0,0,0,3.13496,36.3897,2.92764,0.0885789,0.0005789,0.0005789
14,16.3918,1.36194,2.61838,1.95783,0,0,0,0,3.03485,58.848,2.89311,0.087593,0.000592953,0.000592953
15,16.9946,1.29784,1.93795,1.72686,0,0,0,0,3.11969,82.4412,3.4714,0.0866017,0.000601747,0.000601747
16,17.3507,1.29046,1.64064,1.5325,0,0,0,0,2.98412,123.363,3.44544,0.0856053,0.000605281,0.000605281
17,17.6822,1.18036,2.06255,1.60229,0,0,0,0,2.92497,99.2987,3.04754,0.0846036,0.000603555,0.000603555
18,18.0257,1.29165,2.44673,1.69036,0,0,0,0,2.92497,99.2987,3.04754,0.0835966,0.00059657,0.00059657
19,18.5649,1.04696,1.74907,1.45215,0,0,0,0,2.81452,99.0847,2.86915,0.0825843,0.000584325,0.000584325
20,18.8957,1.10759,1.91976,1.61146,0,0,0,0,2.81452,99.0847,2.86915,0.0815668,0.00056682,0.00056682
21,25.8454,1.13453,1.83641,1.50329,0,0,0,0,3.02752,71.5621,3.64048,0.0805441,0.000544055,0.000544055
22,26.366,0.9584,1.41547,1.40606,0,0,0,0,3.02752,71.5621,3.64048,0.079516,0.000516031,0.000516031
23,26.7064,0.93405,1.3695,1.39754,0,0,0,0,3.1796,63.9208,3.81355,0.0784827,0.000482747,0.000482747
24,27.0355,1.04947,1.27532,1.41963,0,0,0,0,3.1796,63.9208,3.81355,0.0774442,0.000444203,0.000444203
25,27.5807,0.89368,1.21661,1.2665,0,0,0,0,3.11759,68.7721,3.81279,0.0764004,0.000400399,0.000400399
26,27.9086,0.89558,1.18376,1.32937,0,0,0,0,3.11759,68.7721,3.81279,0.0753513,0.000351336,0.000351336
27,28.53,1.14086,1.77473,1.51327,0,0,0,0,3.07606,59.7721,3.88638,0.074297,0.000297013,0.000297013
28,28.8486,0.95384,1.20398,1.45833,0,0,0,0,3.07606,59.7721,3.88638,0.0732374,0.00023743,0.00023743
29,29.179,0.97788,1.2386,1.29102,0,0,0,0,3.01025,50.656,3.762,0.0721726,0.000172588,0.000172588
30,29.5015,0.86783,1.30842,1.3034,0,0,0,0,3.01025,50.656,3.762,0.0711025,0.000102486,0.000102486
