epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.2725,0.95604,3.97705,1.30969,0.66787,0.51667,0.62241,0.37501,1.3531,2.02961,1.15275,0.1,0,0
2,13.3496,1.49804,5.08766,1.58802,0.66884,0.51667,0.62167,0.37489,1.36448,2.09148,1.15928,0.0990833,8.32547e-05,8.32547e-05
3,13.6665,1.36563,4.18689,1.40431,0.66832,0.51667,0.518,0.35145,1.36875,2.14207,1.15791,0.0981608,0.000160819,0.000160819
4,14.1672,1.2206,4.36154,1.47498,0.673,0.51667,0.51808,0.35149,1.39456,2.22518,1.1724,0.0972327,0.000232692,0.000232692
5,14.543,1.23728,4.09378,1.46659,0.70743,0.30603,0.49006,0.34957,1.54786,2.95139,1.21686,0.0962989,0.000298875,0.000298875
6,15.0895,1.24884,3.28619,1.35526,0.42297,0.25,0.28691,0.16537,2.25885,4.71883,1.64667,0.0953594,0.000359367,0.000359367
7,15.6285,1.47575,3.10484,1.62204,0.07343,0.23333,0.08895,0.01092,2.68258,6.94668,2.10009,0.0944142,0.000414169,0.000414169
8,15.9836,1.319,2.64273,1.50236,0.04416,0.11667,0.03636,0.00901,2.56633,14.599,2.14407,0.0934633,0.000463279,0.000463279
9,16.3284,1.09425,1.60793,1.42849,0,0,0,0,2.60036,21.0856,2.06948,0.0925067,0.0005067,0.0005067
10,16.6665,0.9627,1.75671,1.17463,0,0,0,0,2.7208,28.3132,2.13658,0.0915444,0.000544429,0.000544429
11,17.2326,1.50247,2.42599,1.55883,0.02778,0.01667,0.02056,0.00206,2.97689,21.1694,2.39427,0.0905765,0.000576468,0.000576468
12,17.5592,1.27067,1.65538,1.33074,0,0,0,0,2.88778,23.1698,2.43684,0.0896028,0.000602817,0.000602817
13,19.3483,1.60252,1.99156,1.74702,0,0,0,0,2.91579,16.9316,2.57119,0.0886235,0.000623474,0.000623474
14,19.8609,1.01632,1.70684,1.30358,0,0,0,0,2.8248,18.2265,2.44473,0.0876384,0.000638441,0.000638441
15,20.4201,1.32363,1.95873,1.41847,0,0,0,0,2.84331,24.1626,2.37548,0.0866477,0.000647718,0.000647718
16,20.8231,1.35223,1.38546,1.34475,0,0,0,0,2.86855,32.6532,2.56532,0.0856513,0.000651303,0.000651303
17,21.4162,1.28155,1.22659,1.38724,0,0,0,0,2.97769,42.9527,2.70962,0.0846492,0.000649199,0.000649199
18,21.7344,1.52113,1.76825,1.60898,0,0,0,0,2.97769,42.9527,2.70962,0.0836414,0.000641403,0.000641403
19,22.0872,1.18988,1.27384,1.22309,0,0,0,0,2.94842,41.3839,2.67444,0.0826279,0.000627917,0.000627917
20,22.6209,1.41067,1.405,1.34085,0,0,0,0,2.94842,41.3839,2.67444,0.0816087,0.00060874,0.00060874
21,34.2619,1.69398,2.21673,1.74539,0,0,0,0,2.84829,40.9189,2.3162,0.0805839,0.000583873,0.000583873
22,34.9992,1.17589,1.73741,1.2845,0,0,0,0,2.84829,40.9189,2.3162,0.0795533,0.000553315,0.000553315
23,35.3503,1.48231,1.47289,1.55885,0,0,0,0,2.86677,35.1523,2.44084,0.0785171,0.000517066,0.000517066
24,35.6857,1.0303,1.10067,1.16042,0,0,0,0,2.86677,35.1523,2.44084,0.0774751,0.000475127,0.000475127
25,36.2379,1.13018,1.16243,1.31612,0,0,0,0,2.91755,35.3977,2.64314,0.0764275,0.000427497,0.000427497
26,36.5661,1.23761,1.22678,1.28197,0,0,0,0,2.91755,35.3977,2.64314,0.0753742,0.000374176,0.000374176
27,36.9185,1.2319,1.2286,1.33044,0,0,0,0,2.74541,34.2691,2.53006,0.0743152,0.000315165,0.000315165
28,37.2487,1.00919,1.12034,1.14529,0,0,0,0,2.74541,34.2691,2.53006,0.0732505,0.000250463,0.000250463
29,37.5916,1.06026,1.12786,1.12423,0,0,0,0,2.74065,29.2998,2.56469,0.0721801,0.000180071,0.000180071
30,37.9109,1.05802,1.12551,1.16801,0,0,0,0,2.74065,29.2998,2.56469,0.071104,0.000103988,0.000103988
