epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,12.7443,0.89811,4.03712,1.13435,0.66946,0.51667,0.62239,0.375,1.17101,1.9823,0.99748,0.1,0,0
2,13.6883,1.32989,4.97048,1.48389,0.67073,0.51667,0.58044,0.36665,1.18153,2.05601,1.00421,0.0990694,6.94278e-05,6.94278e-05
3,13.9907,1.19745,4.27275,1.18494,0.66824,0.51667,0.51795,0.35127,1.18425,2.09169,1.00213,0.0981341,0.000134111,0.000134111
4,14.4224,0.99344,4.31851,1.2231,0.67224,0.51667,0.51798,0.35445,1.19791,2.16146,1.00857,0.097194,0.00019405,0.00019405
5,14.8804,1.02366,4.11466,1.22946,0.77175,0.26667,0.48697,0.28657,1.44892,2.77758,1.0929,0.0962492,0.000249244,0.000249244
6,15.4441,1.04593,2.96909,1.12504,0.02511,0.1,0.04956,0.00961,1.92598,5.18299,1.49347,0.0952997,0.000299694,0.000299694
7,15.8273,1.12449,2.26612,1.27454,0.08333,0.08333,0.0625,0.0125,2.18757,7.88102,1.64902,0.0943454,0.000345399,0.000345399
8,16.2621,1.18465,2.81183,1.29465,0,0,0,0,2.48264,12.1659,1.68552,0.0933864,0.00038636,0.00038636
9,16.8085,0.9168,1.60246,1.15043,0.00023,0.16667,0.00038,4e-05,2.85096,17.4785,2.05114,0.0924226,0.000422576,0.000422576
10,17.8614,0.88628,1.76476,1.12799,0.00025,0.16667,0.00039,4e-05,2.96959,21.0934,2.07679,0.091454,0.000454048,0.000454048
11,18.2385,1.17495,1.89456,1.26898,0.00038,0.16667,0.00061,6e-05,2.96228,27.7693,2.26929,0.0904808,0.000480775,0.000480775
12,18.812,1.07124,1.68272,1.21764,0.00065,0.16667,0.00083,0.00033,3.06763,40.1838,2.48355,0.0895028,0.000502758,0.000502758
13,19.1519,1.29253,2.21962,1.44822,0,0,0,0,3.01972,47.2708,2.54101,0.08852,0.000519996,0.000519996
14,19.4915,0.94915,1.69778,1.2005,0,0,0,0,3.01641,48.7717,2.59624,0.0875325,0.00053249,0.00053249
15,20.0594,1.28798,2.29143,1.35312,0,0,0,0,3.01817,72.5573,2.70126,0.0865402,0.000540239,0.000540239
16,20.3922,1.41458,1.77605,1.37546,0,0,0,0,3.1923,110.995,3.11936,0.0855432,0.000543244,0.000543244
17,20.7377,0.99419,1.59721,1.21018,0,0,0,0,3.28187,197.968,3.14955,0.0845415,0.000541504,0.000541504
18,21.0829,1.50576,2.95367,1.38396,0,0,0,0,3.28187,197.968,3.14955,0.083535,0.00053502,0.00053502
19,21.642,1.07799,1.55582,1.09752,0,0,0,0,3.49243,221.44,3.15256,0.0825238,0.000523792,0.000523792
20,21.9735,1.22442,1.73003,1.2206,0,0,0,0,3.49243,221.44,3.15256,0.0815078,0.000507818,0.000507818
21,29.7081,1.2703,1.62135,1.39595,0,0,0,0,3.47629,169.851,3.02603,0.0804871,0.000487101,0.000487101
22,30.2225,1.24477,1.69054,1.23655,0,0,0,0,3.47629,169.851,3.02603,0.0794616,0.000461639,0.000461639
23,30.5865,1.12314,1.49553,1.09707,0,0,0,0,3.32404,133.064,3.1845,0.0784314,0.000431432,0.000431432
24,30.9158,0.93593,1.45395,1.06014,0,0,0,0,3.32404,133.064,3.1845,0.0773965,0.000396481,0.000396481
25,31.2555,1.10273,1.33246,1.20262,0,0,0,0,3.22621,99.0991,3.07487,0.0763568,0.000356785,0.000356785
26,31.7216,1.09725,1.4736,1.10391,0,0,0,0,3.22621,99.0991,3.07487,0.0753123,0.000312345,0.000312345
27,32.0572,1.22507,1.75945,1.10857,0,0,0,0,3.20396,82.6899,2.96881,0.0742632,0.00026316,0.00026316
28,32.5517,1.05909,1.32107,1.23885,0,0,0,0,3.20396,82.6899,2.96881,0.0732092,0.000209231,0.000209231
29,32.8899,1.1227,1.11829,1.16842,0,0,0,0,3.17306,69.5986,2.83862,0.0721506,0.000150558,0.000150558
30,33.4077,0.85548,1.16464,1.01608,0,0,0,0,3.17306,69.5986,2.83862,0.0710871,8.71394e-05,8.71394e-05
