epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.03693,0.96114,3.31493,1.23291,0.66882,0.51667,0.62241,0.37502,1.26131,1.72045,0.99528,0.1,0,0
2,9.88147,1.36768,4.31786,1.46496,0.66911,0.51667,0.58041,0.36662,1.27442,1.77168,1.0012,0.0990951,9.50537e-05,9.50537e-05
3,10.1482,1.14901,3.63687,1.1346,0.66652,0.51667,0.51805,0.35143,1.29175,1.80765,1.00532,0.0981836,0.000183615,0.000183615
4,10.6984,1.04175,3.62407,1.16396,0.61983,0.35,0.35424,0.27786,1.4799,1.78803,1.01701,0.0972657,0.000265683,0.000265683
5,11.0756,1.1031,2.0453,1.19085,0.0303,0.16667,0.11056,0.04467,2.23312,3.97844,1.68831,0.0963413,0.000341259,0.000341259
6,11.4528,1.12948,2.13557,1.08761,0.02263,0.1,0.02703,0.00893,2.61452,5.05427,1.65476,0.0954103,0.000410343,0.000410343
7,11.8552,1.50201,2.43903,1.47277,0,0,0,0,2.9245,7.60767,1.8565,0.0944729,0.000472933,0.000472933
8,12.205,1.43474,1.93929,1.43447,0.00049,0.16667,0.00055,0.00022,2.91227,9.0438,1.81571,0.093529,0.000529032,0.000529032
9,12.7822,1.13442,1.6584,1.22706,0.00048,0.16667,0.00159,0.00056,2.87724,19.3514,1.95196,0.0925786,0.000578637,0.000578637
10,13.1184,0.99639,1.22306,1.06228,0.00044,0.16667,0.0009,0.00044,3.0989,35.2681,2.08248,0.0916218,0.00062175,0.00062175
11,13.4592,1.38194,1.54724,1.37117,0.00048,0.16667,0.00077,0.00029,3.1528,53.6058,2.37406,0.0906584,0.000658371,0.000658371
12,13.8112,1.73345,1.80113,1.62549,0.00061,0.16667,0.00079,0.00027,3.3491,74.0233,2.66197,0.0896885,0.000688499,0.000688499
13,14.7408,1.57864,1.9283,1.64584,0,0,0,0,3.39407,101.479,2.76996,0.0887121,0.000712134,0.000712134
14,15.083,1.23069,1.66882,1.39983,0,0,0,0,3.3074,100.153,2.72148,0.0877293,0.000729277,0.000729277
15,15.4178,1.32464,1.63557,1.29265,0,0,0,0,3.01903,100.061,2.44912,0.0867399,0.000739927,0.000739927
16,15.9567,1.38702,1.24755,1.32315,0,0,0,0,2.968,93.3871,2.35155,0.0857441,0.000744084,0.000744084
17,16.2838,1.09839,1.10069,1.17014,0,0,0,0,2.93884,116.097,2.31505,0.0847417,0.000741749,0.000741749
18,16.5929,1.28557,1.64079,1.23228,0,0,0,0,2.93884,116.097,2.31505,0.0837329,0.000732922,0.000732922
19,17.1528,1.07013,0.96319,1.08638,0,0,0,0,2.9449,101.523,2.37923,0.0827176,0.000717601,0.000717601
20,17.4627,1.30507,1.24218,1.29642,0,0,0,0,2.9449,101.523,2.37923,0.0816958,0.000695789,0.000695789
21,24.4135,1.257,1.54003,1.30805,0,0,0,0,2.97408,92.6608,2.53262,0.0806675,0.000667483,0.000667483
22,24.9491,1.18177,1.28172,1.07659,0,0,0,0,2.97408,92.6608,2.53262,0.0796327,0.000632685,0.000632685
23,25.3499,1.16217,1.17797,1.21586,0,0,0,0,2.94849,87.3138,2.4923,0.0785914,0.000591395,0.000591395
24,25.8904,0.96794,0.85539,0.9569,0,0,0,0,2.94849,87.3138,2.4923,0.0775436,0.000543612,0.000543612
25,26.2454,1.0234,1.00324,1.09022,0,0,0,0,2.91787,59.0352,2.4916,0.0764893,0.000489336,0.000489336
26,26.5696,0.9566,0.89809,0.99341,0,0,0,0,2.91787,59.0352,2.4916,0.0754286,0.000428568,0.000428568
27,26.9393,0.95772,0.99265,1.04234,0,0,0,0,2.99091,42.3478,2.52265,0.0743613,0.000361307,0.000361307
28,27.4895,0.88311,0.84479,0.95669,0,0,0,0,2.99091,42.3478,2.52265,0.0732876,0.000287553,0.000287553
29,27.8256,0.92384,0.77829,0.97577,0,0,0,0,3.0097,34.7559,2.48635,0.0722073,0.000207307,0.000207307
30,28.1453,0.86937,0.85116,0.97498,0,0,0,0,3.0097,34.7559,2.48635,0.0711206,0.000120568,0.000120568
